transaction_id,customer_id,merchant_id,amount,currency,timestamp,country,channel,status,ip,device
T001313,C0437,M005,139.86,XOF,2025-09-16T03:43:48Z,CI,mobile,approved,102.134.22.240,android
T001314,C0320,M007,238.4,XOF,2025-09-20T09:15:12Z,CI,web,approved,102.134.22.155,android
T001315,C0243,M001,164.37,XOF,2025-09-20T19:24:33Z,CI,mobile,approved,102.134.22.32,windows
T001316,C0248,M006,150.92,XOF,2025-09-19T09:50:09Z,CI,mobile,approved,102.134.22.175,mac
T001317,C0095,M005,16.36,XOF,2025-09-15T23:53:00Z,CI,web,approved,102.134.22.180,linux
T001318,C0244,M016,166.91,XOF,2025-09-16T22:21:23Z,CI,mobile,approved,102.134.22.246,linux
T001319,C0198,M004,76.85,XOF,2025-09-20T11:35:10Z,CI,mobile,approved,102.134.22.38,android
T001320,C0235,M004,167.52,XOF,2025-09-17T22:33:09Z,CI,web,approved,102.134.22.9,linux
T001321,C0493,M005,288.17,XOF,2025-09-19T21:27:50Z,CI,mobile,approved,102.134.22.252,ios
T001322,C0257,M017,166.15,XOF,2025-09-18T20:12:05Z,CI,mobile,declined,102.134.22.135,mac
T001323,C0181,M019,227.89,XOF,2025-09-20T17:26:06Z,CI,mobile,approved,102.134.22.202,ios
T001324,C0402,M010,164.9,XOF,2025-09-17T21:04:20Z,CI,web,declined,102.134.22.166,mac
T001325,C0093,M019,226.16,XOF,2025-09-19T01:40:12Z,CI,web,approved,102.134.22.151,linux
T001326,C0300,M020,94.55,XOF,2025-09-18T17:23:24Z,CI,web,approved,102.134.22.219,ios
T001327,C0479,M016,151.15,XOF,2025-09-17T07:29:19Z,CI,web,declined,102.134.22.207,ios
T001328,C0461,M006,141.61,XOF,2025-09-15T18:42:33Z,CI,mobile,declined,102.134.22.16,linux
T001329,C0038,M015,236.58,XOF,2025-09-17T12:57:31Z,CI,web,declined,102.134.22.83,android
T001330,C0194,M005,222.09,XOF,2025-09-19T22:55:45Z,CI,web,approved,102.134.22.113,windows
T001331,C0417,M017,134.36,XOF,2025-09-17T05:40:50Z,CI,web,approved,102.134.22.162,android
T001332,C0018,M005,165.36,XOF,2025-09-16T23:17:06Z,CI,mobile,approved,102.134.22.146,linux
T001333,C0491,M017,54.62,XOF,2025-09-15T08:57:40Z,CI,web,approved,102.134.22.147,mac
T001334,C0181,M012,222.01,XOF,2025-09-20T13:52:59Z,CI,web,approved,102.134.22.161,mac
T001335,C0265,M010,82.15,XOF,2025-09-15T08:38:30Z,CI,web,approved,102.134.22.14,linux
T001336,C0170,M001,102.43,XOF,2025-09-21T01:26:35Z,CI,mobile,declined,102.134.22.65,mac
T001337,C0496,M010,267.5,XOF,2025-09-18T20:14:50Z,CI,web,declined,102.134.22.239,linux
T001338,C0160,M013,187.11,XOF,2025-09-20T13:38:57Z,CI,web,approved,102.134.22.240,windows
T001339,C0103,M011,201.97,XOF,2025-09-14T20:43:54Z,CI,web,approved,102.134.22.210,windows
T001340,C0121,M016,136.85,XOF,2025-09-15T06:09:16Z,CI,web,approved,102.134.22.19,mac
T001341,C0067,M009,189.45,XOF,2025-09-15T11:28:28Z,CI,web,approved,102.134.22.130,ios
T001342,C0221,M016,60.7,XOF,2025-09-18T18:01:11Z,CI,web,approved,102.134.22.15,android
T001343,C0350,M001,1,XOF,2025-09-16T21:08:23Z,CI,web,approved,102.134.22.97,ios
T001344,C0360,M014,86.17,XOF,2025-09-19T17:09:52Z,CI,web,approved,102.134.22.230,linux
T001345,C0471,M002,76.23,XOF,2025-09-18T23:06:10Z,CI,web,approved,102.134.22.3,ios
T001346,C0383,M018,178.85,XOF,2025-09-19T12:18:50Z,CI,web,declined,102.134.22.64,android
T001347,C0145,M002,200.57,XOF,2025-09-15T10:18:53Z,CI,mobile,approved,102.134.22.228,ios
T001348,C0067,M020,149.96,XOF,2025-09-18T01:10:16Z,CI,mobile,approved,102.134.22.169,android
T001349,C0254,M012,119.87,XOF,2025-09-15T10:14:48Z,CI,mobile,approved,102.134.22.242,windows
T001350,C0150,M008,220.21,XOF,2025-09-21T04:36:30Z,CI,mobile,approved,102.134.22.129,android
T001351,C0487,M020,73.05,XOF,2025-09-15T03:43:40Z,CI,mobile,approved,102.134.22.234,ios
T001352,C0119,M010,187.58,XOF,2025-09-20T19:45:02Z,CI,web,approved,102.134.22.209,ios
T001353,C0333,M015,242.66,XOF,2025-09-14T22:26:49Z,CI,web,approved,102.134.22.9,windows
T001354,C0302,M013,102.86,XOF,2025-09-17T20:57:49Z,CI,web,approved,102.134.22.219,linux
T001355,C0197,M015,1,XOF,2025-09-19T03:49:46Z,CI,web,approved,102.134.22.48,mac
T001356,C0027,M010,124.65,XOF,2025-09-20T23:05:58Z,CI,mobile,declined,102.134.22.233,linux
T001357,C0415,M019,274.35,XOF,2025-09-18T13:55:50Z,CI,web,approved,102.134.22.213,linux
T001358,C0444,M014,38.52,XOF,2025-09-19T18:26:01Z,CI,web,approved,102.134.22.244,windows
T001359,C0291,M017,18.42,XOF,2025-09-20T23:45:37Z,CI,web,declined,102.134.22.120,ios
T001360,C0465,M001,143.71,XOF,2025-09-16T02:24:38Z,CI,mobile,approved,102.134.22.64,linux
T001361,C0316,M009,78.11,XOF,2025-09-18T02:09:54Z,CI,mobile,approved,102.134.22.201,linux
T001362,C0064,M010,188.33,XOF,2025-09-14T15:35:38Z,CI,mobile,approved,102.134.22.114,mac
T001363,C0495,M012,36.65,XOF,2025-09-14T17:01:45Z,CI,web,approved,102.134.22.149,android
T001364,C0460,M020,153.06,XOF,2025-09-17T20:31:14Z,CI,web,approved,102.134.22.67,windows
T001365,C0323,M006,148.39,XOF,2025-09-17T15:35:48Z,CI,web,approved,102.134.22.168,android
T001366,C0351,M017,89.41,XOF,2025-09-16T17:40:05Z,CI,mobile,approved,102.134.22.184,ios
T001367,C0500,M009,357.15,XOF,2025-09-15T05:42:46Z,CI,mobile,approved,102.134.22.12,linux
T001368,C0180,M004,45.74,XOF,2025-09-17T08:21:37Z,CI,mobile,approved,102.134.22.20,ios
T001369,C0422,M014,84.67,XOF,2025-09-16T23:25:53Z,CI,mobile,declined,102.134.22.37,android
T001370,C0311,M012,188.51,XOF,2025-09-18T11:06:42Z,CI,mobile,declined,102.134.22.96,mac
T001371,C0023,M010,85.92,XOF,2025-09-18T01:39:07Z,CI,web,approved,102.134.22.55,windows
T001372,C0367,M017,87.21,XOF,2025-09-20T16:46:48Z,CI,web,approved,102.134.22.150,android
T001373,C0041,M003,1,XOF,2025-09-16T07:42:44Z,CI,mobile,approved,102.134.22.32,linux
T001374,C0311,M016,310.33,XOF,2025-09-15T02:58:49Z,CI,mobile,approved,102.134.22.215,linux
T001375,C0410,M012,180.56,XOF,2025-09-18T01:21:41Z,CI,mobile,approved,102.134.22.249,android
T001376,C0228,M014,82.14,XOF,2025-09-17T10:12:35Z,CI,web,approved,102.134.22.130,android
T001377,C0230,M014,57.75,XOF,2025-09-18T21:31:35Z,CI,web,declined,102.134.22.63,mac
T001378,C0311,M009,30.44,XOF,2025-09-16T04:14:10Z,CI,mobile,approved,102.134.22.21,mac
T001379,C0254,M007,74.68,XOF,2025-09-19T14:37:54Z,CI,mobile,approved,102.134.22.31,mac
T001380,C0392,M018,118.57,XOF,2025-09-17T16:42:49Z,CI,web,approved,102.134.22.9,mac
T001381,C0068,M017,30.75,XOF,2025-09-14T18:58:13Z,CI,mobile,approved,102.134.22.103,linux
T001382,C0365,M010,1,XOF,2025-09-17T10:19:22Z,CI,mobile,declined,102.134.22.230,windows
T001383,C0379,M012,144.33,XOF,2025-09-15T19:23:26Z,CI,mobile,approved,102.134.22.190,mac
T001384,C0388,M016,119.1,XOF,2025-09-18T00:15:43Z,CI,web,approved,102.134.22.151,linux
T001385,C0304,M012,125.76,XOF,2025-09-15T12:24:19Z,CI,mobile,approved,102.134.22.46,linux
T001386,C0484,M004,128.17,XOF,2025-09-17T21:21:06Z,CI,mobile,approved,102.134.22.13,linux
T001387,C0433,M014,204.17,XOF,2025-09-20T18:47:04Z,CI,mobile,approved,102.134.22.194,ios
T001388,C0022,M007,56.64,XOF,2025-09-16T05:42:32Z,CI,mobile,approved,102.134.22.158,windows
T001389,C0148,M009,92.36,XOF,2025-09-15T16:58:18Z,CI,mobile,approved,102.134.22.44,windows
T001390,C0311,M004,159.41,XOF,2025-09-17T15:33:51Z,CI,mobile,approved,102.134.22.53,linux
T001391,C0463,M002,120.58,XOF,2025-09-20T16:10:08Z,CI,web,approved,102.134.22.211,android
T001392,C0105,M010,101.17,XOF,2025-09-18T23:38:11Z,CI,mobile,approved,102.134.22.213,mac
T001393,C0471,M004,230.49,XOF,2025-09-18T01:54:28Z,CI,mobile,approved,102.134.22.23,ios
T001394,C0375,M004,57.43,XOF,2025-09-17T21:06:19Z,CI,web,approved,102.134.22.57,android
T001395,C0233,M017,159.99,XOF,2025-09-18T11:16:45Z,CI,mobile,declined,102.134.22.10,mac
T001396,C0478,M017,180.24,XOF,2025-09-15T17:15:17Z,CI,web,approved,102.134.22.170,android
T001397,C0447,M008,122.73,XOF,2025-09-14T14:19:17Z,CI,mobile,approved,102.134.22.125,ios
T001398,C0145,M005,226.26,XOF,2025-09-20T12:40:55Z,CI,web,declined,102.134.22.220,ios
T001399,C0313,M007,34.87,XOF,2025-09-14T12:55:53Z,CI,web,approved,102.134.22.68,linux
T001400,C0324,M019,157.27,XOF,2025-09-19T02:46:03Z,CI,mobile,approved,102.134.22.169,ios
T001401,C0343,M016,208.02,XOF,2025-09-18T03:24:38Z,CI,mobile,approved,102.134.22.140,mac
T001402,C0050,M008,1,XOF,2025-09-18T02:02:47Z,CI,mobile,approved,102.134.22.115,windows
T001403,C0238,M011,99.24,XOF,2025-09-17T12:03:33Z,CI,mobile,approved,102.134.22.181,ios
T001404,C0431,M016,86.17,XOF,2025-09-20T08:53:56Z,CI,web,approved,102.134.22.69,linux
T001405,C0032,M018,227.62,XOF,2025-09-17T02:39:15Z,CI,mobile,approved,102.134.22.106,mac
T001406,C0218,M013,30.75,XOF,2025-09-19T20:43:39Z,CI,web,approved,102.134.22.187,ios
T001407,C0230,M014,103.98,XOF,2025-09-18T14:59:09Z,CI,web,approved,102.134.22.200,android
T001408,C0067,M020,101.53,XOF,2025-09-18T12:01:38Z,CI,web,approved,102.134.22.24,windows
T001409,C0336,M002,130.72,XOF,2025-09-18T18:43:53Z,CI,mobile,approved,102.134.22.253,ios
T001410,C0203,M008,19.06,XOF,2025-09-21T00:02:00Z,CI,web,declined,102.134.22.85,mac
T001411,C0007,M002,62.82,XOF,2025-09-17T02:48:08Z,CI,web,approved,102.134.22.203,mac
T001412,C0081,M010,100.24,XOF,2025-09-15T00:18:59Z,CI,web,approved,102.134.22.198,ios
T001413,C0402,M013,114.22,XOF,2025-09-14T21:50:18Z,CI,web,approved,102.134.22.225,windows
T001414,C0040,M003,160.69,XOF,2025-09-15T12:44:01Z,CI,web,approved,102.134.22.213,linux
T001415,C0201,M007,207.93,XOF,2025-09-16T08:13:43Z,CI,mobile,approved,102.134.22.191,android
T001416,C0141,M015,180.21,XOF,2025-09-18T04:00:31Z,CI,web,approved,102.134.22.168,linux
T001417,C0114,M014,59.47,XOF,2025-09-20T05:18:19Z,CI,mobile,approved,102.134.22.180,linux
T001418,C0126,M013,179.34,XOF,2025-09-20T15:33:21Z,CI,mobile,approved,102.134.22.244,windows
T001419,C0296,M001,100.62,XOF,2025-09-21T03:12:12Z,CI,web,approved,102.134.22.123,linux
T001420,C0330,M010,34.39,XOF,2025-09-15T19:44:00Z,CI,web,approved,102.134.22.250,android
T001421,C0483,M016,69.36,XOF,2025-09-15T15:47:02Z,CI,web,approved,102.134.22.158,mac
T001422,C0371,M019,99.62,XOF,2025-09-20T20:27:10Z,CI,web,approved,102.134.22.65,mac
T001423,C0019,M011,110.96,XOF,2025-09-18T06:43:04Z,CI,web,approved,102.134.22.54,linux
T001424,C0280,M016,1,XOF,2025-09-20T10:21:07Z,CI,web,approved,102.134.22.182,mac
T001425,C0376,M003,1,XOF,2025-09-20T17:50:20Z,CI,mobile,approved,102.134.22.97,ios
T001426,C0083,M017,75.69,XOF,2025-09-14T15:58:06Z,CI,web,approved,102.134.22.223,android
T001427,C0321,M017,190.36,XOF,2025-09-14T23:22:39Z,CI,web,approved,102.134.22.141,mac
T001428,C0005,M010,58.36,XOF,2025-09-19T08:20:07Z,CI,mobile,declined,102.134.22.185,windows
T001429,C0289,M006,46.23,XOF,2025-09-20T20:11:00Z,CI,mobile,approved,102.134.22.53,linux
T001430,C0266,M020,270.86,XOF,2025-09-19T00:08:07Z,CI,mobile,approved,102.134.22.240,windows
T001431,C0243,M001,185.05,XOF,2025-09-16T03:25:13Z,CI,mobile,approved,102.134.22.121,android
T001432,C0160,M007,228.81,XOF,2025-09-14T13:37:54Z,CI,web,approved,102.134.22.85,android
T001433,C0035,M012,43.99,XOF,2025-09-15T05:47:56Z,CI,mobile,approved,102.134.22.238,ios
T001434,C0146,M014,44.01,XOF,2025-09-17T19:58:38Z,CI,mobile,approved,102.134.22.104,windows
T001435,C0040,M019,6.47,XOF,2025-09-21T07:26:08Z,CI,web,approved,102.134.22.72,ios
T001436,C0289,M004,90.08,XOF,2025-09-17T16:35:10Z,CI,mobile,approved,102.134.22.198,linux
T001437,C0316,M016,247.94,XOF,2025-09-17T20:45:04Z,CI,web,approved,102.134.22.60,ios
T001438,C0476,M020,92.8,XOF,2025-09-15T14:36:15Z,CI,web,approved,102.134.22.224,android
T001439,C0071,M017,306.91,XOF,2025-09-18T10:10:44Z,CI,mobile,approved,102.134.22.84,windows
T001440,C0390,M004,219.4,XOF,2025-09-20T13:44:41Z,CI,mobile,approved,102.134.22.99,mac
T001441,C0272,M003,83.22,XOF,2025-09-18T19:23:55Z,CI,web,declined,102.134.22.214,windows
T001442,C0431,M014,209.97,XOF,2025-09-16T05:37:04Z,CI,mobile,approved,102.134.22.65,android
T001443,C0092,M001,213.95,XOF,2025-09-21T06:30:05Z,CI,mobile,approved,102.134.22.89,mac
T001444,C0316,M018,51.53,XOF,2025-09-17T02:16:04Z,CI,mobile,approved,102.134.22.239,android
T001445,C0003,M019,28.65,XOF,2025-09-16T21:02:29Z,CI,mobile,approved,102.134.22.95,windows
T001446,C0472,M001,154.79,XOF,2025-09-20T14:26:57Z,CI,web,approved,102.134.22.165,mac
T001447,C0130,M009,238.7,XOF,2025-09-19T08:00:41Z,CI,web,declined,102.134.22.238,mac
T001448,C0252,M006,153.61,XOF,2025-09-20T00:22:37Z,CI,web,approved,102.134.22.8,linux
T001449,C0436,M005,106.27,XOF,2025-09-16T08:37:13Z,CI,mobile,approved,102.134.22.31,android
T001450,C0327,M002,72.01,XOF,2025-09-19T21:08:35Z,CI,web,declined,102.134.22.72,ios
T001451,C0461,M011,60.71,XOF,2025-09-14T16:51:24Z,CI,mobile,approved,102.134.22.241,mac
T001452,C0429,M002,223.7,XOF,2025-09-19T13:16:44Z,CI,web,approved,102.134.22.129,ios
T001453,C0142,M020,194.82,XOF,2025-09-17T17:39:48Z,CI,mobile,approved,102.134.22.192,android
T001454,C0141,M018,163.6,XOF,2025-09-18T06:37:59Z,CI,web,approved,102.134.22.146,android
T001455,C0471,M003,151.12,XOF,2025-09-21T08:54:52Z,CI,web,approved,102.134.22.152,android
T001456,C0404,M001,105.42,XOF,2025-09-16T13:19:21Z,CI,mobile,approved,102.134.22.225,ios
T001457,C0462,M007,179.82,XOF,2025-09-18T05:38:53Z,CI,mobile,approved,102.134.22.181,windows
T001458,C0143,M005,22.12,XOF,2025-09-16T15:50:50Z,CI,mobile,approved,102.134.22.49,windows
T001459,C0358,M015,149.57,XOF,2025-09-16T22:01:42Z,CI,web,approved,102.134.22.149,windows
T001460,C0396,M017,179.99,XOF,2025-09-18T17:36:45Z,CI,web,approved,102.134.22.214,linux
T001461,C0360,M014,177.94,XOF,2025-09-19T04:20:15Z,CI,mobile,approved,102.134.22.180,linux
T001462,C0425,M009,206.07,XOF,2025-09-21T04:40:06Z,CI,web,approved,102.134.22.120,windows
T001463,C0324,M006,205.13,XOF,2025-09-14T21:09:35Z,CI,web,approved,102.134.22.83,windows
T001464,C0194,M019,74.53,XOF,2025-09-21T08:12:35Z,CI,mobile,approved,102.134.22.162,windows
T001465,C0173,M004,169.3,XOF,2025-09-14T14:18:01Z,CI,mobile,approved,102.134.22.120,linux
T001466,C0386,M001,196.35,XOF,2025-09-16T18:13:23Z,CI,mobile,approved,102.134.22.178,mac
T001467,C0371,M012,61.04,XOF,2025-09-19T08:18:51Z,CI,mobile,approved,102.134.22.77,android
T001468,C0391,M017,129.88,XOF,2025-09-17T08:14:44Z,CI,mobile,approved,102.134.22.69,linux
T001469,C0086,M010,80.07,XOF,2025-09-19T08:43:36Z,CI,web,approved,102.134.22.86,android
T001470,C0159,M005,93.56,XOF,2025-09-15T14:19:49Z,CI,mobile,approved,102.134.22.118,android
T001471,C0158,M003,135.07,XOF,2025-09-16T06:57:35Z,CI,web,declined,102.134.22.112,android
T001472,C0079,M018,166.8,XOF,2025-09-17T11:17:00Z,CI,web,approved,102.134.22.89,android
T001473,C0109,M016,43.82,XOF,2025-09-20T05:07:50Z,CI,mobile,approved,102.134.22.196,android
T001474,C0066,M011,95.34,XOF,2025-09-19T04:53:20Z,CI,mobile,approved,102.134.22.230,windows
T001475,C0178,M016,38.9,XOF,2025-09-19T15:40:17Z,CI,web,declined,102.134.22.46,ios
T001476,C0186,M011,63.43,XOF,2025-09-18T23:31:03Z,CI,mobile,declined,102.134.22.166,ios
T001477,C0155,M014,95.93,XOF,2025-09-16T04:13:07Z,CI,mobile,approved,102.134.22.47,mac
T001478,C0146,M010,120.01,XOF,2025-09-16T07:54:30Z,CI,mobile,approved,102.134.22.246,mac
T001479,C0428,M004,182.63,XOF,2025-09-16T16:17:18Z,CI,web,approved,102.134.22.188,android
T001480,C0412,M001,223.71,XOF,2025-09-19T09:48:41Z,CI,mobile,approved,102.134.22.130,mac
T001481,C0344,M013,236.22,XOF,2025-09-20T00:26:19Z,CI,web,approved,102.134.22.67,android
T001482,C0258,M012,128.48,XOF,2025-09-19T23:09:02Z,CI,mobile,approved,102.134.22.249,windows
T001483,C0273,M013,169.73,XOF,2025-09-15T20:31:36Z,CI,web,approved,102.134.22.243,linux
T001484,C0102,M017,1,XOF,2025-09-17T15:06:01Z,CI,mobile,approved,102.134.22.73,android
T001485,C0026,M020,179.96,XOF,2025-09-15T23:24:15Z,CI,mobile,approved,102.134.22.173,windows
T001486,C0278,M009,54.44,XOF,2025-09-14T18:51:13Z,CI,mobile,approved,102.134.22.5,mac
T001487,C0058,M012,113.64,XOF,2025-09-18T10:33:21Z,CI,mobile,approved,102.134.22.22,linux
T001488,C0065,M005,140.59,XOF,2025-09-15T15:32:46Z,CI,mobile,declined,102.134.22.89,mac
T001489,C0478,M017,270.98,XOF,2025-09-17T11:05:58Z,CI,web,approved,102.134.22.96,android
T001490,C0312,M004,35.48,XOF,2025-09-16T06:44:38Z,CI,web,approved,102.134.22.164,windows
T001491,C0383,M009,78.6,XOF,2025-09-19T15:04:14Z,CI,mobile,declined,102.134.22.204,ios
T001492,C0134,M010,149.79,XOF,2025-09-21T10:17:06Z,CI,web,approved,102.134.22.122,ios
T001493,C0096,M009,101.04,XOF,2025-09-19T19:16:10Z,CI,mobile,declined,102.134.22.174,windows
T001494,C0003,M014,240.77,XOF,2025-09-17T19:25:25Z,CI,web,approved,102.134.22.169,ios
T001495,C0500,M011,108.43,XOF,2025-09-17T20:01:55Z,CI,web,approved,102.134.22.182,windows
T001496,C0033,M020,227.54,XOF,2025-09-17T04:23:15Z,CI,mobile,approved,102.134.22.163,linux
T001497,C0286,M001,32.17,XOF,2025-09-18T11:45:21Z,CI,mobile,approved,102.134.22.211,mac
T001498,C0237,M016,96.59,XOF,2025-09-16T08:12:31Z,CI,web,approved,102.134.22.66,mac
T001499,C0041,M016,64.59,XOF,2025-09-14T21:23:53Z,CI,web,approved,102.134.22.253,linux
T001500,C0156,M010,31.84,XOF,2025-09-18T23:32:05Z,CI,mobile,approved,102.134.22.8,ios
T001501,C0213,M001,46.69,XOF,2025-09-16T12:33:53Z,CI,mobile,declined,102.134.22.97,linux
T001502,C0194,M020,47.36,XOF,2025-09-16T02:21:34Z,CI,web,approved,102.134.22.55,android
T001503,C0393,M013,80.83,XOF,2025-09-21T10:14:29Z,CI,mobile,approved,102.134.22.108,linux
T001504,C0164,M012,275.2,XOF,2025-09-17T21:13:46Z,CI,mobile,approved,102.134.22.137,mac
T001505,C0238,M010,179.17,XOF,2025-09-17T05:33:53Z,CI,web,declined,102.134.22.46,mac
T001506,C0002,M018,47.61,XOF,2025-09-18T00:00:17Z,CI,mobile,approved,102.134.22.175,android
T001507,C0215,M014,47.09,XOF,2025-09-19T03:39:35Z,CI,web,approved,102.134.22.36,linux
T001508,C0042,M020,79.82,XOF,2025-09-20T14:36:52Z,CI,web,approved,102.134.22.64,ios
T001509,C0488,M012,34.36,XOF,2025-09-21T09:49:20Z,CI,mobile,approved,102.134.22.222,ios
T001510,C0235,M012,33.82,XOF,2025-09-16T11:00:18Z,CI,web,approved,102.134.22.183,ios
T001511,C0016,M007,139.69,XOF,2025-09-18T10:00:00Z,CI,mobile,approved,102.134.22.155,mac
T001512,C0408,M006,141.68,XOF,2025-09-17T10:27:13Z,CI,web,approved,102.134.22.215,windows
T001513,C0036,M001,124.13,XOF,2025-09-16T10:23:23Z,CI,mobile,declined,102.134.22.121,mac
T001514,C0401,M014,247.95,XOF,2025-09-15T08:29:43Z,CI,web,approved,102.134.22.156,linux
T001515,C0031,M010,1,XOF,2025-09-14T18:54:32Z,CI,web,approved,102.134.22.184,linux
T001516,C0220,M004,176.53,XOF,2025-09-19T20:10:21Z,CI,web,approved,102.134.22.195,linux
T001517,C0337,M011,106.62,XOF,2025-09-15T20:33:33Z,CI,web,approved,102.134.22.54,windows
T001518,C0169,M003,44.74,XOF,2025-09-15T16:17:23Z,CI,mobile,approved,102.134.22.194,windows
T001519,C0404,M015,95.64,XOF,2025-09-18T15:44:37Z,CI,mobile,approved,102.134.22.195,ios
T001520,C0268,M010,203.28,XOF,2025-09-16T07:06:54Z,CI,web,declined,102.134.22.145,windows
T001521,C0291,M010,75.77,XOF,2025-09-18T00:49:24Z,CI,mobile,approved,102.134.22.40,ios
T001522,C0312,M010,238.95,XOF,2025-09-16T06:40:43Z,CI,mobile,approved,102.134.22.8,ios
T001523,C0187,M017,127.43,XOF,2025-09-18T04:14:32Z,CI,mobile,approved,102.134.22.44,windows
T001524,C0301,M017,130.01,XOF,2025-09-16T09:24:08Z,CI,mobile,approved,102.134.22.238,mac
T001525,C0248,M013,183.15,XOF,2025-09-16T13:15:36Z,CI,web,approved,102.134.22.80,ios
T001526,C0077,M009,53.42,XOF,2025-09-17T05:20:06Z,CI,web,approved,102.134.22.118,linux
T001527,C0401,M017,202.86,XOF,2025-09-14T15:33:13Z,CI,web,approved,102.134.22.9,mac
T001528,C0488,M011,1,XOF,2025-09-15T16:47:21Z,CI,mobile,approved,102.134.22.137,linux
T001529,C0291,M017,146.69,XOF,2025-09-15T11:08:26Z,CI,web,approved,102.134.22.190,ios
T001530,C0117,M015,114.99,XOF,2025-09-17T11:23:12Z,CI,web,declined,102.134.22.69,linux
T001531,C0426,M003,163.61,XOF,2025-09-17T20:49:15Z,CI,mobile,approved,102.134.22.59,ios
T001532,C0238,M004,148.2,XOF,2025-09-20T07:01:06Z,CI,mobile,approved,102.134.22.19,ios
T001533,C0102,M004,144.85,XOF,2025-09-20T07:18:52Z,CI,mobile,approved,102.134.22.3,linux
T001534,C0441,M004,142.3,XOF,2025-09-19T17:10:31Z,CI,web,approved,102.134.22.163,linux
T001535,C0209,M020,180.86,XOF,2025-09-20T00:53:37Z,CI,mobile,approved,102.134.22.85,linux
T001536,C0264,M010,117.03,XOF,2025-09-20T08:45:55Z,CI,mobile,declined,102.134.22.64,windows
T001537,C0321,M015,78.56,XOF,2025-09-17T20:11:00Z,CI,web,approved,102.134.22.82,linux
T001538,C0254,M006,34.95,XOF,2025-09-20T05:02:41Z,CI,web,approved,102.134.22.173,windows
T001539,C0327,M018,197.21,XOF,2025-09-15T15:32:41Z,CI,web,approved,102.134.22.196,ios
T001540,C0158,M017,80.84,XOF,2025-09-17T02:06:13Z,CI,mobile,approved,102.134.22.121,android
T001541,C0345,M005,169.37,XOF,2025-09-18T03:23:57Z,CI,web,approved,102.134.22.102,ios
T001542,C0313,M006,95.83,XOF,2025-09-16T10:00:15Z,CI,mobile,approved,102.134.22.202,mac
T001543,C0479,M010,128.33,XOF,2025-09-17T18:27:48Z,CI,web,approved,102.134.22.187,windows
T001544,C0231,M010,181.92,XOF,2025-09-18T07:51:04Z,CI,mobile,approved,102.134.22.2,mac
T001545,C0413,M005,193.29,XOF,2025-09-15T04:06:34Z,CI,mobile,approved,102.134.22.181,ios
T001546,C0339,M009,105.39,XOF,2025-09-17T00:45:42Z,CI,mobile,approved,102.134.22.110,mac
T001547,C0409,M007,1,XOF,2025-09-18T10:51:45Z,CI,mobile,approved,102.134.22.63,ios
T001548,C0371,M016,73.21,XOF,2025-09-18T10:48:13Z,CI,web,approved,102.134.22.100,mac
T001549,C0193,M002,99.42,XOF,2025-09-17T12:46:22Z,CI,web,approved,102.134.22.71,linux
T001550,C0225,M010,227.34,XOF,2025-09-18T23:36:35Z,CI,mobile,approved,102.134.22.192,android
T001551,C0423,M005,248.57,XOF,2025-09-18T10:31:50Z,CI,mobile,approved,102.134.22.144,android
T001552,C0126,M011,101.44,XOF,2025-09-19T19:39:10Z,CI,mobile,approved,102.134.22.36,android
T001553,C0396,M015,193.02,XOF,2025-09-18T07:26:52Z,CI,web,approved,102.134.22.59,mac
T001554,C0171,M007,99.88,XOF,2025-09-18T21:29:58Z,CI,mobile,approved,102.134.22.239,android
T001555,C0203,M016,180.27,XOF,2025-09-16T04:51:23Z,CI,web,declined,102.134.22.132,windows
T001556,C0290,M014,176.02,XOF,2025-09-14T16:43:08Z,CI,mobile,approved,102.134.22.126,windows
T001557,C0039,M019,105.02,XOF,2025-09-21T11:25:37Z,CI,web,approved,102.134.22.205,linux
T001558,C0294,M015,145.78,XOF,2025-09-15T13:33:11Z,CI,web,approved,102.134.22.111,windows
T001559,C0379,M005,1,XOF,2025-09-20T03:38:57Z,CI,web,approved,102.134.22.148,windows
T001560,C0271,M014,169.69,XOF,2025-09-20T00:15:02Z,CI,mobile,approved,102.134.22.2,linux
T001561,C0219,M005,176.75,XOF,2025-09-19T05:34:49Z,CI,web,approved,102.134.22.197,windows
T001562,C0235,M007,126.76,XOF,2025-09-20T23:03:44Z,CI,web,approved,102.134.22.38,ios
T001563,C0309,M002,127.69,XOF,2025-09-18T05:51:06Z,CI,mobile,declined,102.134.22.84,windows
T001564,C0337,M007,136.77,XOF,2025-09-17T07:01:21Z,CI,mobile,approved,102.134.22.254,windows
T001565,C0182,M001,171.57,XOF,2025-09-17T07:51:36Z,CI,mobile,approved,102.134.22.243,mac
T001566,C0228,M007,98.18,XOF,2025-09-14T19:24:18Z,CI,web,approved,102.134.22.103,ios
T001567,C0064,M003,134.05,XOF,2025-09-16T23:53:41Z,CI,web,approved,102.134.22.54,android
T001568,C0380,M020,14.07,XOF,2025-09-20T10:27:47Z,CI,mobile,approved,102.134.22.54,android
T001569,C0058,M015,80.89,XOF,2025-09-20T15:38:53Z,CI,web,approved,102.134.22.108,mac
T001570,C0182,M012,167.36,XOF,2025-09-15T17:08:46Z,CI,web,approved,102.134.22.218,windows
T001571,C0330,M013,153.61,XOF,2025-09-17T06:48:20Z,CI,web,declined,102.134.22.71,windows
